tissue	gene_id	outcome	n_snps	PP0	PP1	PP2	PP3	PP4
Brain_Putamen_basal_ganglia	ENSG00000272338.2	ASD	144	0.159088221298379	0.833228483490244	0.000181205474962512	0.00094250856397931	0.00655958117243489
Brain_Putamen_basal_ganglia	ENSG00000272338.2	ADHD	128	0.173600053711441	0.816466850829972	0.000207338779554226	0.000966385721329858	0.00875937095770219
Brain_Putamen_basal_ganglia	ENSG00000272338.2	F3	91	0.238290059339253	0.756312069933157	0.000129724890162318	0.000406874326997401	0.0048612715104303
Brain_Putamen_basal_ganglia	ENSG00000172728.16	ASD	183	0.0374802120877803	0.953527413230533	5.37541901501245e-05	0.00135997214790336	0.00757864834363363
Brain_Putamen_basal_ganglia	ENSG00000172728.16	ADHD	159	0.0423396100085219	0.945925925277492	6.51976972215611e-05	0.00144638458414192	0.0102228824326223
Brain_Putamen_basal_ganglia	ENSG00000172728.16	F3	106	0.0626827433397794	0.930833045878393	4.01395251290246e-05	0.000590214445966485	0.00585385681073192
Brain_Putamen_basal_ganglia	ENSG00000085788.14	ASD	209	0.000802305298787096	0.720209112784035	5.10862142081967e-05	0.0456254864631158	0.233312009239854
Brain_Putamen_basal_ganglia	ENSG00000085788.14	ADHD	182	0.00113393473339604	0.908475279868597	1.47659155077323e-05	0.0117513941829505	0.078624625299549
Brain_Putamen_basal_ganglia	ENSG00000085788.14	F3	133	0.00176124984312226	0.96192370966532	7.05510102391281e-06	0.00382072469301091	0.0324872606975234
Brain_Putamen_basal_ganglia	ENSG00000169490.17	ASD	73	0.000574517227345818	0.980412639683848	3.24522836287089e-06	0.0055244913965523	0.0134851064638916
Brain_Putamen_basal_ganglia	ENSG00000169490.17	ADHD	67	0.00063689808159686	0.993577022773827	3.95124937640008e-07	0.000611230384922407	0.00517445363471574
Brain_Putamen_basal_ganglia	ENSG00000169490.17	F3	32	0.00391992418380521	0.991097192474083	4.9486919439304e-06	0.00124747606022784	0.00373045858993983
Brain_Putamen_basal_ganglia	ENSG00000272479.1	ASD	88	0.0201883093538507	0.924812785718222	9.19246445946909e-05	0.00416025902239527	0.0507467212609377
Brain_Putamen_basal_ganglia	ENSG00000272479.1	ADHD	77	0.023120212978622	0.934863882925464	6.30383737453479e-05	0.00250950802555293	0.0394433576966159
Brain_Putamen_basal_ganglia	ENSG00000272479.1	F3	57	0.028794584921986	0.883155591467188	0.000138456072123612	0.00416282262810143	0.0837485449106007
Brain_Putamen_basal_ganglia	ENSG00000147533.18	ASD	61	0.497534448057501	0.491811529970649	0.000590017441429139	0.000573740468426092	0.00949026406199488
Brain_Putamen_basal_ganglia	ENSG00000147533.18	ADHD	52	0.525957496306896	0.461131169996827	0.00064321001775734	0.000552215950120915	0.0117159077283992
Brain_Putamen_basal_ganglia	ENSG00000147533.18	F3	45	0.575523298157447	0.415107691729457	0.000523952954323894	0.000369435928381142	0.0084756212303914
Brain_Putamen_basal_ganglia	ENSG00000147536.12	ASD	212	0.314053812098227	0.67571024715277	0.000818969442689832	0.00175441140071051	0.00766255990560186
Brain_Putamen_basal_ganglia	ENSG00000147536.12	ADHD	186	0.346312693327112	0.646948874932395	0.000536339207578348	0.000996733217036557	0.00520535931587797
Brain_Putamen_basal_ganglia	ENSG00000147536.12	F3	150	0.398337986875914	0.597536732117711	0.00034840300538717	0.000519373025272684	0.00325750497571495
Brain_Putamen_basal_ganglia	ENSG00000253133.2	ASD	41	0.715377840069792	0.280785719205734	0.000423724221196055	0.000163062053194951	0.0032496544500839
Brain_Putamen_basal_ganglia	ENSG00000253133.2	ADHD	37	0.736807118156318	0.261004851485676	0.000222595871389744	7.6963376166464e-05	0.00188847111044941
Brain_Putamen_basal_ganglia	ENSG00000070718.12	ASD	69	0.016062946379662	0.975823531580652	1.08660910360929e-05	0.000652664727379947	0.00744999122126977
Brain_Putamen_basal_ganglia	ENSG00000070718.12	ADHD	61	0.0179002212484847	0.976784975004625	6.66199654604562e-06	0.000358584392271791	0.00494955735807233
Brain_Putamen_basal_ganglia	ENSG00000176209.12	ASD	192	4.7401707227953e-35	0.989689329026453	9.22502138689611e-38	0.0019176779779816	0.00839299299556971
Brain_Putamen_basal_ganglia	ENSG00000176209.12	ADHD	163	5.39141459418021e-35	0.991169910006025	1.44123456337061e-37	0.00264341169244081	0.0061866783015285
Brain_Putamen_basal_ganglia	ENSG00000176209.12	F3	122	9.45417975425912e-35	0.995181158258145	7.26477720852407e-38	0.000760658543666384	0.00405818319818948
Brain_Putamen_basal_ganglia	ENSG00000168522.13	ASD	61	0.928324757356789	0.0655526767694676	0.00274203942703425	0.000190436141059015	0.0031900903056503
Brain_Putamen_basal_ganglia	ENSG00000168522.13	ADHD	50	0.943367668221315	0.0540113864997406	0.00120086101411369	6.74011766747681e-05	0.00135268308815608
Brain_Putamen_basal_ganglia	ENSG00000104738.18	ASD	402	0.000546917589510647	0.977855214554417	5.39470710342911e-06	0.00963344747295555	0.0119590256760141
Brain_Putamen_basal_ganglia	ENSG00000104738.18	ADHD	325	0.00056264719204019	0.989819090033864	1.31525736192842e-06	0.00230651404403635	0.00731043347269725
Brain_Putamen_basal_ganglia	ENSG00000104738.18	F3	119	0.0938992726411945	0.901230404640254	4.76112973430148e-05	0.000452595604608674	0.00437011581660018
Brain_Putamen_basal_ganglia	ENSG00000034239.11	ASD	487	2.59581585114933e-44	0.981411200382927	2.6649682377456e-46	0.0100670376272877	0.0085217619897911
Brain_Putamen_basal_ganglia	ENSG00000034239.11	ADHD	432	2.25308696495094e-44	0.962585705396216	2.8728416967053e-46	0.0122484676107424	0.0251658269930471
Brain_Putamen_basal_ganglia	ENSG00000034239.11	F3	182	1.72900514237312e-09	0.978330049633031	4.12547689145521e-12	0.00231498049047629	0.0193549681433639
Brain_Putamen_basal_ganglia	ENSG00000289095.1	ASD	38	0.912515479528997	0.0855692392121647	0.000546045056749331	4.98848870017482e-05	0.00131935131508673
Brain_Putamen_basal_ganglia	ENSG00000237807.4	ASD	69	0.00814278782174606	0.9749543187715	1.17027893771513e-05	0.0013856958252836	0.0155054947920931
Brain_Putamen_basal_ganglia	ENSG00000237807.4	ADHD	67	0.00824290505011509	0.981587652822626	6.76236885470955e-06	0.000795914592712195	0.00936676516569282
Brain_Putamen_basal_ganglia	ENSG00000237807.4	F3	53	0.0116573989435636	0.969004686490725	9.26979331168593e-06	0.000751961685318292	0.018576683087081
Brain_Putamen_basal_ganglia	ENSG00000167904.16	ASD	97	2.67192997994402e-05	0.981478788854849	7.07033808477835e-08	0.00258123078884199	0.0159131903531291
Brain_Putamen_basal_ganglia	ENSG00000167904.16	ADHD	90	2.89203327898982e-05	0.991346042224844	1.80531175605691e-08	0.000610819849622538	0.00801419953962523
Brain_Putamen_basal_ganglia	ENSG00000167904.16	F3	35	7.12101861176839e-05	0.994846791161838	1.30674776216006e-08	0.000177655762900801	0.00490432982166613
Brain_Putamen_basal_ganglia	ENSG00000236814.1	ASD	240	0.0483614655834589	0.938416656916445	0.000140154214859542	0.00270921111033272	0.0103725121749032
Brain_Putamen_basal_ganglia	ENSG00000236814.1	ADHD	214	0.0513099552915634	0.923655547159454	0.000215724322800593	0.00386240244876821	0.0209563707774141
Brain_Putamen_basal_ganglia	ENSG00000236814.1	F3	145	0.0819090884759106	0.910961139725709	7.34224052256033e-05	0.000810329517592288	0.0062460198755627
Brain_Putamen_basal_ganglia	ENSG00000008988.11	ASD	464	1.4222892549877e-05	0.971384619542367	2.21204788100499e-07	0.0150941746171625	0.0135067617431326
Brain_Putamen_basal_ganglia	ENSG00000008988.11	ADHD	402	1.54032963967402e-05	0.964161316215508	1.84121426879138e-07	0.0115006623946544	0.0243224339720139
Brain_Putamen_basal_ganglia	ENSG00000008988.11	F3	282	2.22649498786673e-05	0.986916732068543	1.1111436399428e-07	0.00491711433428426	0.00814377753292895
Brain_Putamen_basal_ganglia	ENSG00000170786.13	ASD	58	0.0811781303525248	0.903062926289177	0.000108978863826669	0.0011978790096464	0.0144520854848253
Brain_Putamen_basal_ganglia	ENSG00000170786.13	ADHD	47	0.083203428139223	0.906333049316778	4.9346969936327e-05	0.000527648893880823	0.00988652668018164
Brain_Putamen_basal_ganglia	ENSG00000241431.1	ASD	94	2.87209803929508e-05	0.990745964703236	2.31461611948e-08	0.000790004233175836	0.00843528693703368
Brain_Putamen_basal_ganglia	ENSG00000241431.1	ADHD	88	2.86687863913911e-05	0.987019222406202	1.38168054633931e-08	0.000463201021831471	0.0124888939687704
Brain_Putamen_basal_ganglia	ENSG00000241431.1	F3	40	0.00304735831601349	0.992283632224739	4.28997025853409e-07	0.000135156984700112	0.00453342347752149
Brain_Putamen_basal_ganglia	ENSG00000254139.2	ASD	80	0.00523788198880768	0.985371778218529	1.05123684148907e-05	0.00197022012555963	0.00740960729868876
Brain_Putamen_basal_ganglia	ENSG00000254139.2	ADHD	71	0.00554874163726201	0.983369762972009	8.09236823474692e-06	0.00142451235761628	0.00964889066487769
Brain_Putamen_basal_ganglia	ENSG00000254139.2	F3	42	0.00811827120420986	0.986414960884037	6.41477061994661e-06	0.000774744586740565	0.00468560855439256
Brain_Putamen_basal_ganglia	ENSG00000215114.10	ASD	168	2.13947954739629e-05	0.990818323445197	3.26690616918321e-08	0.00150528798679343	0.00765496110347375
Brain_Putamen_basal_ganglia	ENSG00000215114.10	ADHD	127	2.59984472665254e-05	0.965718868580787	7.87190654793777e-07	0.0292353760704817	0.00501896971081017
Brain_Putamen_basal_ganglia	ENSG00000215114.10	F3	87	3.60763419210093e-05	0.993439279588495	1.06440961192902e-07	0.00292748259926908	0.00359705502935383
Brain_Putamen_basal_ganglia	ENSG00000251396.8	ASD	419	3.66191447743755e-09	0.988400477547648	1.43323688446612e-11	0.00386076235077827	0.00773875642532809
Brain_Putamen_basal_ganglia	ENSG00000251396.8	ADHD	360	3.88518271656316e-09	0.977257913191425	1.80330061156342e-11	0.00451770074949978	0.0182243821558617
Brain_Putamen_basal_ganglia	ENSG00000251396.8	F3	234	5.89189684419307e-09	0.988407854470893	8.40470924172015e-12	0.00139975773242848	0.0101923818963783
Brain_Putamen_basal_ganglia	ENSG00000198363.18	ASD	49	0.258936989251124	0.734502817908508	0.000132118638851813	0.000368709465377893	0.00605936473613801
Brain_Putamen_basal_ganglia	ENSG00000198363.18	ADHD	46	0.267745280551735	0.727526525524556	8.19814921912494e-05	0.000218335003951003	0.00442787742756714
Brain_Putamen_basal_ganglia	ENSG00000137563.13	ASD	591	1.37655672573441e-07	0.957072168792584	5.13697537714498e-09	0.0357083896065587	0.00721929880820969
Brain_Putamen_basal_ganglia	ENSG00000137563.13	ADHD	507	1.53693777381384e-07	0.990113300971584	6.74321933732407e-10	0.00433851278242937	0.00554803187788801
Brain_Putamen_basal_ganglia	ENSG00000137563.13	F3	300	1.8951430317039e-07	0.989329640908204	1.33548507187068e-09	0.00696798778958732	0.00370218045241931
Brain_Putamen_basal_ganglia	ENSG00000253554.7	ASD	153	0.0198997889830545	0.952871446688565	5.13375415188921e-05	0.00243347696388605	0.0247439498229756
Brain_Putamen_basal_ganglia	ENSG00000253554.7	ADHD	133	0.0219407108759484	0.971038513770967	2.40622984213528e-05	0.00105899671669342	0.0059377163379699
Brain_Putamen_basal_ganglia	ENSG00000253554.7	F3	76	0.0293660557671596	0.966806457996182	1.08382824378089e-05	0.000353360984479696	0.00346328696974126
Brain_Putamen_basal_ganglia	ENSG00000254081.2	ASD	402	8.27274993101088e-36	0.978305129348493	7.64979162960862e-38	0.00903370243772544	0.0126611682137878
Brain_Putamen_basal_ganglia	ENSG00000254081.2	ADHD	328	6.4113408594175e-36	0.849275162929928	8.36897822957232e-37	0.110819359461282	0.0399054776087886
Brain_Putamen_basal_ganglia	ENSG00000254081.2	F3	211	2.95165428686584e-35	0.924603819223528	1.32647293805656e-36	0.0415178016425141	0.0338783791339577
Brain_Putamen_basal_ganglia	ENSG00000272010.1	ASD	399	1.82357456418493e-26	0.975384536450101	1.51658851029459e-28	0.00809533342471103	0.016520130125187
Brain_Putamen_basal_ganglia	ENSG00000272010.1	ADHD	332	1.71812069453924e-26	0.830129790182676	2.57838905494311e-27	0.124532497360023	0.0453377124573001
Brain_Putamen_basal_ganglia	ENSG00000272010.1	F3	232	3.95652452783549e-26	0.920012180862042	1.97663377682922e-27	0.0459286826332555	0.0340591365047025
Brain_Putamen_basal_ganglia	ENSG00000104442.10	ASD	239	1.97217218039152e-09	0.987753130771465	8.50157570760141e-12	0.00424997718804874	0.00799689005981308
Brain_Putamen_basal_ganglia	ENSG00000104442.10	ADHD	197	2.00703699421992e-09	0.981754831140031	1.90291681358972e-11	0.00929929199212101	0.00894587484178096
Brain_Putamen_basal_ganglia	ENSG00000104442.10	F3	145	2.34632832719047e-09	0.99051060092557	1.11319282072917e-11	0.004694587101384	0.00479480961558455
Brain_Putamen_basal_ganglia	ENSG00000205268.11	ASD	468	0.00343179787561587	0.966280758589819	5.83870395094447e-05	0.0164260558937327	0.0138030006013238
Brain_Putamen_basal_ganglia	ENSG00000205268.11	ADHD	407	0.00238186002562734	0.60046476404673	0.000764048842707287	0.192412046801809	0.203977280283127
Brain_Putamen_basal_ganglia	ENSG00000205268.11	F3	321	0.00459637583885746	0.887414923175934	0.000397034734523619	0.0766238926616351	0.0309677735890498
Brain_Putamen_basal_ganglia	ENSG00000272192.1	ASD	103	0.570045165623855	0.421555229118811	0.000857467988669914	0.000627192905723287	0.00691494436294178
Brain_Putamen_basal_ganglia	ENSG00000272192.1	ADHD	95	0.487307251536461	0.340188446443447	0.0142072589535185	0.00976953822551386	0.148527504841061
Brain_Putamen_basal_ganglia	ENSG00000272192.1	F3	77	0.657917320684516	0.326682406587509	0.00171104376094149	0.000836749554197317	0.0128524794128362
Brain_Putamen_basal_ganglia	ENSG00000253138.5	ASD	114	0.334719680780144	0.655727852141407	0.000523747648479254	0.00101802972656658	0.00801068970340391
Brain_Putamen_basal_ganglia	ENSG00000253138.5	ADHD	108	0.353369403591615	0.640694745735903	0.000340560486887176	0.000612488072093934	0.00498280211350086
Brain_Putamen_basal_ganglia	ENSG00000253138.5	F3	83	0.415853679056962	0.579988832519261	0.000269303002858481	0.000372079306618423	0.00351610611430058
Brain_Putamen_basal_ganglia	ENSG00000147576.17	ASD	282	5.72614988887519e-30	0.984563075969539	2.7677599997436e-32	0.00474824070514088	0.0106886833253161
Brain_Putamen_basal_ganglia	ENSG00000147576.17	ADHD	241	7.73412837448732e-30	0.989791440437031	1.70601604556784e-32	0.00217527684272515	0.00803328272024648
Brain_Putamen_basal_ganglia	ENSG00000147576.17	F3	129	1.38622188377044e-29	0.995831233704316	1.31797267040834e-32	0.000943577314808384	0.00322518898088177
Brain_Putamen_basal_ganglia	ENSG00000046889.19	ASD	43	0.170861356211121	0.812541457628222	8.71630757201765e-05	0.000398397624422295	0.0161116254605143
Brain_Putamen_basal_ganglia	ENSG00000046889.19	ADHD	37	0.177933881472134	0.812062100208428	0.000130798178528049	0.00058765664154976	0.00928556349935943
Brain_Putamen_basal_ganglia	ENSG00000288966.1	ASD	103	0.354775623427569	0.636386978624224	0.000439402467530512	0.000780570912641275	0.00761742456803495
Brain_Putamen_basal_ganglia	ENSG00000288966.1	ADHD	95	0.372172258508761	0.611699260428973	0.000826231823945668	0.00134402960480975	0.0139582196335115
Brain_Putamen_basal_ganglia	ENSG00000067167.8	ASD	36	0.429926527216207	0.559351836382962	0.000736067489006921	0.000948616683018421	0.00903695222880589
Brain_Putamen_basal_ganglia	ENSG00000147592.9	ASD	743	6.34587817784259e-11	0.982942868023152	4.25184761782619e-13	0.00657540469344338	0.0104817272195226
Brain_Putamen_basal_ganglia	ENSG00000147592.9	ADHD	611	7.91962762507953e-11	0.986939129190961	4.09396088948192e-13	0.00509390194031449	0.00796696878912052
Brain_Putamen_basal_ganglia	ENSG00000147592.9	F3	392	1.06990630726988e-10	0.98045186684483	4.51765328004175e-13	0.00412451046517614	0.0154236225825523
Brain_Putamen_basal_ganglia	ENSG00000221947.8	ASD	940	6.99936136750113e-39	0.980809471794112	7.65858798270927e-41	0.0107233914423451	0.00846713676353642
Brain_Putamen_basal_ganglia	ENSG00000221947.8	ADHD	774	1.66738463493215e-38	0.984388050367784	1.09352307362317e-40	0.00644675999957781	0.00916518963263936
Brain_Putamen_basal_ganglia	ENSG00000221947.8	F3	488	5.02794344374622e-38	0.98784351503709	2.65922377729709e-40	0.00521765646145297	0.00693882850146139
Brain_Putamen_basal_ganglia	ENSG00000253596.1	ASD	59	0.278317907250744	0.713040932084929	0.000213680713403884	0.000539554733284425	0.0078879252176393
Brain_Putamen_basal_ganglia	ENSG00000253596.1	ADHD	45	0.320343420813409	0.676108609389534	8.47380548686634e-05	0.000175558292214472	0.00328767344997376
Brain_Putamen_basal_ganglia	ENSG00000121005.9	ASD	106	0.20526470960113	0.78600028932958	0.000240477979508611	0.000913257790954225	0.00758126529882704
Brain_Putamen_basal_ganglia	ENSG00000121005.9	ADHD	90	0.245999499631517	0.749083848806097	0.000173713113897438	0.000524749097742522	0.00421818935074547
Brain_Putamen_basal_ganglia	ENSG00000121005.9	F3	70	0.307451607359722	0.68951519744047	9.83402861425216e-05	0.000217828647240424	0.00271702626642484
Brain_Putamen_basal_ganglia	ENSG00000260398.1	ASD	154	0.00125703265359488	0.971002469759007	4.27693349954148e-06	0.00327928619359069	0.024456934460308
Brain_Putamen_basal_ganglia	ENSG00000260398.1	ADHD	144	0.00151982559793918	0.986817380810828	3.00995285911271e-06	0.00194463658963818	0.00971514704873579
Brain_Putamen_basal_ganglia	ENSG00000260398.1	F3	107	0.00263519304104882	0.989887138581268	2.56653649480024e-06	0.000957579387080479	0.00651752245410795
Brain_Putamen_basal_ganglia	ENSG00000254352.1	ASD	133	2.02198082773305e-06	0.988366774245069	2.94776093358547e-09	0.00143069790977508	0.0102005029165676
Brain_Putamen_basal_ganglia	ENSG00000254352.1	ADHD	120	2.16954944297022e-06	0.99357153349509	1.82993208560834e-09	0.00083244578805404	0.00559384933748161
Brain_Putamen_basal_ganglia	ENSG00000254352.1	F3	79	2.90376529175583e-06	0.996053672927963	9.9808285558923e-10	0.000338759128072991	0.00360466318058914
Brain_Putamen_basal_ganglia	ENSG00000253659.2	ASD	193	0.00753848693365508	0.974257163942664	2.31869461856686e-05	0.00298142924980477	0.0151997329276899
Brain_Putamen_basal_ganglia	ENSG00000253659.2	ADHD	168	0.0104174463054039	0.627560879231383	0.00130502703241764	0.0783341890001517	0.282382458430644
Brain_Putamen_basal_ganglia	ENSG00000253659.2	F3	61	0.0679385803791042	0.921877627687812	5.89172862424888e-05	0.000790130416329934	0.00933474423051117
Brain_Putamen_basal_ganglia	ENSG00000272138.3	ASD	33	0.000400501528781243	0.988399287527998	2.73984909587491e-07	0.000665634125921887	0.0105343028323888
Brain_Putamen_basal_ganglia	ENSG00000272138.3	ADHD	30	0.000405790713556514	0.992334605255408	2.77481159349132e-07	0.000671974644536663	0.00658735190533911
Brain_Putamen_basal_ganglia	ENSG00000249328.3	ASD	30	0.195262230797792	0.776513684959652	0.00018780824102323	0.000719554133324275	0.0273167218682087
Brain_Putamen_basal_ganglia	ENSG00000164684.13	ASD	69	0.398339717884508	0.59372127929764	0.00034546723104629	0.000507829671998084	0.00708570591480852
Brain_Putamen_basal_ganglia	ENSG00000164684.13	ADHD	55	0.457551667737177	0.537441102712819	0.000302700681457922	0.000351199495599195	0.00435332937294645
Brain_Putamen_basal_ganglia	ENSG00000164684.13	F3	30	0.628209914790882	0.369860126470001	0.000102635629896579	5.86583137671398e-05	0.00176866479545322
Brain_Putamen_basal_ganglia	ENSG00000133731.10	ASD	223	2.47008890935739e-08	0.967186854156899	7.70281305581053e-11	0.00298628302723253	0.0298268380379525
Brain_Putamen_basal_ganglia	ENSG00000133731.10	ADHD	199	2.54668753963213e-08	0.993475101063024	3.55623212685465e-11	0.00138216060438042	0.00514271283015806
Brain_Putamen_basal_ganglia	ENSG00000133731.10	F3	111	5.65376106512545e-08	0.994811126017882	3.58087340141993e-11	0.000625511552199958	0.00456330585649737
Brain_Putamen_basal_ganglia	ENSG00000104231.11	ASD	155	0.000941576779086969	0.971573962858239	3.80375414968459e-06	0.00390135658946957	0.0235793000190546
Brain_Putamen_basal_ganglia	ENSG00000104231.11	ADHD	141	0.00102387867472989	0.989271927522235	1.70372378242941e-06	0.00163807408831384	0.00806441599093876
Brain_Putamen_basal_ganglia	ENSG00000104231.11	F3	104	0.00146001951444012	0.988131274302379	1.81894409191462e-06	0.00122186396316013	0.00918502327592938
Brain_Putamen_basal_ganglia	ENSG00000254689.3	ASD	138	0.00122028270007518	0.950945369650975	4.59219599497705e-05	0.0357741811812253	0.0120142445077746
Brain_Putamen_basal_ganglia	ENSG00000254689.3	ADHD	122	0.00133730835813624	0.988900805329043	3.05471366195999e-06	0.0022513648284506	0.0075074667707086
Brain_Putamen_basal_ganglia	ENSG00000104497.15	ASD	290	8.7176843546512e-09	0.39634905566993	5.49195695496164e-09	0.249337217240243	0.354313712880186
Brain_Putamen_basal_ganglia	ENSG00000104497.15	ADHD	256	2.10709384549814e-08	0.942134023165108	1.3277592161244e-10	0.00588476023049484	0.051981195400681
Brain_Putamen_basal_ganglia	ENSG00000104497.15	F3	81	4.19732445083849e-08	0.859913601288198	2.98690893622978e-10	0.00598523430250478	0.134101122137363
Brain_Putamen_basal_ganglia	ENSG00000133739.16	ASD	594	7.13179490581066e-11	0.878123492292938	9.93642516683634e-13	0.0121247677375217	0.109751739897228
Brain_Putamen_basal_ganglia	ENSG00000133739.16	ADHD	490	8.51966834655883e-11	0.973864662777834	1.19790629536753e-12	0.0136805501860519	0.0124547869497189
Brain_Putamen_basal_ganglia	ENSG00000133739.16	F3	112	3.12255880345727e-10	0.955264473215515	2.45966818399743e-13	0.000708443496431878	0.0440270829755526
Brain_Putamen_basal_ganglia	ENSG00000133740.11	ASD	51	0.922268626273134	0.0723034972564964	0.00250742031570678	0.000193848720787142	0.00272660743387607
Brain_Putamen_basal_ganglia	ENSG00000133740.11	ADHD	40	0.94241936684951	0.056398659664217	0.000475303107338745	2.77653939450677e-05	0.000678904984989503
Brain_Putamen_basal_ganglia	ENSG00000133740.11	F3	33	0.95135374268192	0.0468523922182931	0.000825712789806392	3.97363943984136e-05	0.00092841591558204
Brain_Putamen_basal_ganglia	ENSG00000176731.12	ASD	301	0.00020228831532938	0.986572886292666	9.28911792600367e-07	0.00452165922650573	0.00870223725370639
Brain_Putamen_basal_ganglia	ENSG00000176731.12	ADHD	261	0.000239822940717213	0.957308036003211	1.69943619408317e-06	0.00674798521085575	0.0357024564090227
Brain_Putamen_basal_ganglia	ENSG00000176731.12	F3	130	0.000377219326562375	0.994062515287461	2.31464355653111e-07	0.000605008524659576	0.00495502539696129
Brain_Putamen_basal_ganglia	ENSG00000253549.6	ASD	250	8.36563252242385e-20	0.983794297234476	3.72758737097862e-22	0.00437179062333943	0.0118339121421875
Brain_Putamen_basal_ganglia	ENSG00000253549.6	ADHD	205	1.00186190186349e-19	0.990258842934171	4.86750618468232e-22	0.00480619822573647	0.00493495884009525
Brain_Putamen_basal_ganglia	ENSG00000253549.6	F3	62	1.46948892885374e-18	0.99596185631481	9.60550142053639e-22	0.000647632632966589	0.00339051105222046
Brain_Putamen_basal_ganglia	ENSG00000287927.1	ASD	74	0.0457623595028412	0.825545976643134	0.000289984622269316	0.00510798460490989	0.123293694626846
Brain_Putamen_basal_ganglia	ENSG00000287927.1	ADHD	66	0.0552824145842402	0.937459197192501	3.88259252830312e-05	0.000651828268022797	0.00656773402995294
Brain_Putamen_basal_ganglia	ENSG00000176623.12	ASD	391	1.69919927688541e-20	0.969940601143422	1.31920954614841e-22	0.00750778881342211	0.0225516100431561
Brain_Putamen_basal_ganglia	ENSG00000176623.12	ADHD	346	8.41160392014213e-21	0.384165312146274	2.02607214759037e-21	0.0920086619989466	0.523826025854782
Brain_Putamen_basal_ganglia	ENSG00000176623.12	F3	181	4.10888768501167e-20	0.89570674594898	4.17894118830576e-22	0.00901450009676386	0.0952787539542584
Brain_Putamen_basal_ganglia	ENSG00000085719.13	ASD	47	0.0686012573914513	0.918679609909739	4.62273533166507e-05	0.000606991644818544	0.0120659137006744
Brain_Putamen_basal_ganglia	ENSG00000085719.13	ADHD	41	0.0722468168208404	0.921710352097845	2.0911906447716e-05	0.000261029004570111	0.00576089017029686
Brain_Putamen_basal_ganglia	ENSG00000251136.10	ASD	305	0.000785268630576477	0.967996556795703	4.92372921290741e-06	0.00604428642843451	0.0251689644160728
Brain_Putamen_basal_ganglia	ENSG00000251136.10	ADHD	232	0.00076474623520686	0.774355550137015	3.78955904603732e-05	0.0381851056519227	0.186656702385394
Brain_Putamen_basal_ganglia	ENSG00000251136.10	F3	85	0.00404120787057271	0.938637677523369	2.20354831143702e-05	0.00506587389443094	0.0522332052285128
Brain_Putamen_basal_ganglia	ENSG00000164823.11	ASD	235	0.00167800258220013	0.969789984894094	8.892365637572e-06	0.00511587396159918	0.023407246196469
Brain_Putamen_basal_ganglia	ENSG00000164823.11	ADHD	198	0.00150920787353612	0.78139258787563	7.88770342835681e-05	0.0406622384576465	0.176357088758903
Brain_Putamen_basal_ganglia	ENSG00000164823.11	F3	88	0.00319570382330039	0.934411531989558	1.9696997414877e-05	0.00570265603074563	0.0566704111589813
Brain_Putamen_basal_ganglia	ENSG00000104320.14	ASD	42	0.881408550321771	0.113839654084508	0.00183121340640223	0.00023382638065388	0.00268675580666516
Brain_Putamen_basal_ganglia	ENSG00000104320.14	ADHD	39	0.886643576934543	0.112041780117579	0.00043093911086054	5.36260603595184e-05	0.000830077776658404
Brain_Putamen_basal_ganglia	ENSG00000253738.3	ASD	193	0.0119539241335348	0.97094651734799	3.12863556050654e-05	0.002526663913545	0.0145416082493245
Brain_Putamen_basal_ganglia	ENSG00000253738.3	ADHD	173	0.0128534893460761	0.978288724508713	1.37648560354094e-05	0.00103984935555287	0.00780417193362232
Brain_Putamen_basal_ganglia	ENSG00000253738.3	F3	104	0.0200401557319688	0.970875665584503	1.0983220065486e-05	0.000523549067504217	0.0085496463959581
Brain_Putamen_basal_ganglia	ENSG00000079102.16	ASD	175	0.028508080214267	0.947001356145637	0.000110441669455774	0.00364799652845238	0.0207321254421885
Brain_Putamen_basal_ganglia	ENSG00000079102.16	ADHD	159	0.00244522621113204	0.0762048142454974	0.00357181895901116	0.110507502224302	0.807270638360057
Brain_Putamen_basal_ganglia	ENSG00000079102.16	F3	64	0.0766289882389174	0.887408146988977	0.000215662942434797	0.00246421902679637	0.0332829828028746
Brain_Putamen_basal_ganglia	ENSG00000164941.14	ASD	76	0.68963457951203	0.302180801309566	0.00117937702475591	0.000510278854276599	0.00649496329937186
Brain_Putamen_basal_ganglia	ENSG00000164941.14	ADHD	74	0.699090969734353	0.29779361904985	0.000572613647046632	0.000241616560249331	0.002301181008501
Brain_Putamen_basal_ganglia	ENSG00000164941.14	F3	50	0.774293880609701	0.222328837909428	0.000759230259810702	0.000215601056768335	0.00240245016429157
Brain_Putamen_basal_ganglia	ENSG00000156170.13	ASD	252	6.95960439494894e-09	0.990586207143301	1.5275418706198e-11	0.00216695995652926	0.00724682592528856
Brain_Putamen_basal_ganglia	ENSG00000156170.13	ADHD	220	7.49764764859903e-09	0.970756630920806	2.97729758560431e-11	0.00382943696853646	0.0254139245832378
Brain_Putamen_basal_ganglia	ENSG00000156170.13	F3	94	1.69464903992858e-08	0.983574334783097	1.66611109249062e-11	0.000951536798095426	0.0154741114556548
Brain_Putamen_basal_ganglia	ENSG00000156172.6	ASD	79	0.889598624035246	0.0890205408755233	0.00342245434190569	0.000324845340354147	0.0176335354069705
